"sid","recommend_mode"
"1426900","2"
"423672","1"
"1285410","7"
"1135375","2"
"2063943","9"
"1119917","2"
"1332833","7"
"431288","9"
"1340150","2"
"1408838","2"
"1336610","2"
"2057016","2"
"460021","7"
"1257482","2"
"453236","2"
"463441","2"
"1389561","7"
"1347951","7"
"1367653","7"
"1246373","1"
"1334166","2"
"1345810","7"
"1386682","2"
"1390408","0"
"469527","2"
"443089","2"
"1414444","5"
"1398774","9"
"459973","2"
"1377348","1"
"436677","7"
"2067358","7"
"2056134","5"
"1364512","7"
"1441486","7"
"1439788","1"
"1439937","1"
"467126","2"
"1358472","2"
"1381936","2"
"1382181","7"
"454719","2"
"421531","2"
"1395539","2"
"1403987","7"
"1285540","2"
"1437924","2"
"1390586","2"
"1133601","1"
"1141533","2"
"1398795","1"
"1384924","7"
"1357630","9"
"1117854","2"
"1130382","5"
"2080802","1"
"1408952","2"
"438644","2"
"470761","7"
"1416480","2"
"451902","7"
"1338810","2"
"1408175","7"
"1408193","2"
"2066919","1"
"1437950","7"
"452139","9"
"449130","7"
"1137571","1"
"2043433","2"
"1387814","1"
"1409876","1"
"1330914","2"
"2068615","5"
"1401359","2"
"1141456","2"
"1409038","7"
"1264165","1"
"457059","2"
"1413791","9"
"449494","1"
"434525","2"
"1120175","2"
"1380225","7"
"1263604","7"
"1254788","2"
"1353623","1"
"1243785","1"
"449211","2"
"2057777","5"
"1129116","2"
"470325","7"
"1118185","1"
"1263731","7"
"1123165","1"
"1336424","5"
"1336085","2"
"462293","9"
"2050772","1"
"2047168","7"
"1266161","2"
"1439580","2"
"435290","2"
"1262145","2"
"1347035","7"
"1252589","5"
"432285","5"
"430820","1"
"1398363","2"
"2078939","5"
"1401539","7"
"1344129","1"
"1138110","9"
"457216","2"
"1258538","1"
"1347235","2"
"1255293","1"
"1353596","5"
"2049138","7"
"1445228","2"
"1273639","2"
"1265851","2"
"429647","2"
"433565","9"
"1124047","7"
"1398192","9"
"1340408","2"
"1134646","1"
"1447931","2"
"457982","2"
"1334544","2"
"1440748","2"
"1365625","2"
"1384192","2"
"1379898","1"
"2078527","2"
"432495","2"
"1282572","2"
"2072671","9"
"1393439","2"
"1141851","2"
"1263880","2"
"1118262","7"
"2060636","2"
"2076807","1"
"1434266","2"
"1272484","1"
"1249153","5"
"1112087","7"
"1447835","2"
"1390309","2"
"2045036","2"
"1345153","1"
"2079679","2"
"448806","7"
"1269100","2"
"1352145","2"
"1363256","2"
"1115590","7"
"1427397","1"
"1425171","2"
"1371203","9"
"1242030","9"
"432738","2"
"1122406","5"
"1330289","9"
"1281346","2"
"448978","7"
"2052388","2"
"1439906","9"
"2049563","2"
"1135087","1"
"438597","2"
"1244234","1"
"2075583","2"
"1141852","5"
"1334824","2"
"2050129","7"
"2047151","7"
"1262238","1"
"439799","2"
"1361549","7"
"1351662","7"
"1430941","5"
"1410556","1"
"1266073","1"
"1260327","9"
"1384905","9"
"1249680","5"
"1429774","9"
"1254032","5"
"1262315","7"
"1138970","7"
"1408335","9"
"465544","2"
"1408109","1"
"1448865","7"
"1410602","2"
"1112311","2"
"1375832","2"
"1267888","1"
"2043755","7"
"1134092","9"
"1339309","2"
"1245665","2"
"1258240","1"
"2058069","2"
"2036182","2"
"1402451","2"
"1126328","2"
"2071972","1"
"1442885","7"
"1384322","5"
"1386301","2"
"1344387","2"
"468635","1"
"1388855","5"
"1399120","9"
"2063997","7"
"1442935","2"
"1140923","1"
"430135","2"
"1262581","2"
"1135197","9"
"1276363","2"
"1351517","7"
"436907","2"
"2070333","2"
"1384651","9"
"423816","7"
"2053878","2"
"426299","2"
"1249239","2"
"442879","2"
"1334350","2"
"425692","2"
"1111728","1"
"1383122","7"
"1417718","2"
"1396915","7"
"1363262","7"
"1254168","2"
"1389844","7"
"465650","2"
"1242743","0"
"1328867","1"
"1280682","7"
"1370086","1"
"1262853","2"
"1338619","1"
"453049","2"
"451129","2"
"1278730","7"
"1118516","7"
"1258695","7"
"469230","1"
"1411191","2"
"1424163","2"
"1126008","1"
"1418316","2"
"1256180","2"
"1136110","7"
"1380287","9"
"1126443","7"
"1258138","1"
"1246542","2"
"1434410","5"
"1353704","5"
"1448078","9"
"1276561","7"
"1284210","9"
"1285602","7"
"1279328","1"
"442818","7"
"1393650","7"
"1253381","7"
"1390989","7"
"1415860","1"
"1361852","7"
"1396346","5"
"1271777","1"
"2073485","2"
"1415835","7"
"461525","5"
"1445724","7"
"1273008","1"
"423617","9"
"1358613","7"
"1437129","2"
"1365299","5"
"1264265","2"
"1110346","7"
"1142485","2"
"1342952","2"
"1426100","5"
"1351584","2"
"1442783","2"
"1361385","2"
"448789","2"
"1112748","9"
"441325","2"
"1119927","9"
"2035729","1"
"1416845","2"
"1364759","2"
"423817","7"
"1407268","1"
"1110332","2"
"1347505","2"
"460060","7"
"1257340","5"
"1260050","2"
"1355935","2"
"1347557","1"
"467475","2"
"1271637","2"
"455360","5"
"444884","2"
"1407626","2"
"433429","5"
"1378561","1"
"1378776","2"
"464161","2"
"1282838","2"
"1423625","7"
"1390665","2"
"1388826","5"
"1270993","1"
"452836","2"
"1259193","2"
"1260421","1"
"2063019","2"
"1407046","2"
"1112479","9"
"466734","2"
"1430157","2"
"1329238","2"
"1351697","1"
"470326","2"
"1257667","1"
"1428870","1"
"1131191","2"
"1378834","7"
"1254369","2"
"1444303","7"
"2043337","7"
"1251973","1"
"2070857","2"
"448902","7"
"1343702","1"
"1390810","5"
"1141132","7"
"2072049","2"
"1259723","7"
"1393687","2"
"1426330","5"
"1117319","5"
"1259666","7"
"1248517","7"
"2036956","1"
"1438262","1"
"433066","2"
"1344932","2"
"1255964","7"
"1348000","2"
"2048212","2"
"1265100","2"
"463963","1"
"434978","2"
"1128992","1"
"1340036","9"
"1436717","2"
"2080103","2"
"1381888","2"
"450853","2"
"1140518","2"
"449208","2"
"431210","9"
"1381878","2"
"1407180","2"
"1354480","2"
"1374435","2"
"1379176","2"
"1346214","9"
"438745","2"
"471087","9"
"1269804","2"
"446935","1"
"1132742","1"
"1442847","1"
"436938","1"
"1107605","2"
"1107049","2"
"435998","2"
"1248539","2"
"1110783","2"
"1425969","9"
"1246724","2"
"458661","2"
"1272382","7"
"1425132","2"
"1251845","1"
"459680","7"
"1283718","2"
"1421062","2"
"443909","7"
"1382082","7"
"1411280","9"
"1258544","2"
"452553","1"
"1370896","1"
"1281869","2"
"1108637","2"
"422028","7"
"437253","5"
"1136582","7"
"439769","2"
"1398771","1"
"1388309","9"
"1334907","7"
"1350873","5"
"458118","1"
"2060570","9"
"1383386","7"
"1416844","2"
"1429526","7"
"1391161","1"
"1114338","2"
"466201","2"
"1390700","2"
"432120","5"
"1405844","7"
"1114252","0"
"1400002","1"
"1429198","5"
"1354882","7"
"1106929","7"
"1140039","7"
"1112725","1"
"1257330","2"
"1142168","9"
"1282605","5"
"1416221","9"
"1269636","1"
"463075","7"
"1409518","2"
"1398091","2"
"1110669","9"
"1255482","2"
"1348131","7"
"1329684","2"
"1418155","2"
"433840","2"
"1345097","2"
"454514","5"
"1278129","1"
"1438859","2"
"1409054","2"
"1261610","2"
"1261685","2"
"1398868","1"
"1120839","2"
"1270235","2"
"1115705","1"
"1140325","5"
"2072638","2"
"1118507","9"
"462343","2"
"2045058","2"
"2044833","2"
"1384258","2"
"1120221","1"
"1118252","1"
"463755","9"
"1446870","9"
"434737","2"
"2038544","2"
"1350450","9"
"1362414","7"
"2065881","7"
"1404655","2"
"1429119","7"
"1416619","2"
"1367170","9"
"2068982","5"
"1261303","5"
"1357557","9"
"2067643","7"
"1247744","7"
"2071542","1"
"430032","2"
"1252489","2"
"2056803","2"
"1417578","9"
"1400069","7"
"1399144","1"
"1117096","2"
"2046357","9"
"459330","5"
"433214","2"
"1138958","7"
"426183","7"
"1439808","7"
"1283472","0"
"1449680","9"
"421015","1"
"1344388","7"
"1253037","2"
"1248113","9"
"1269763","7"
"2069001","9"
"1372731","1"
"1140119","2"
"2040039","2"
"1281302","2"
"1242358","7"
"1257494","2"
"1365098","2"
"1140650","5"
"2057613","5"
"448322","2"
"446590","1"
"458552","5"
"431341","2"
"1280815","5"
"1123812","1"
"1423646","2"
"1380944","2"
"1268180","2"
"1422978","1"
"1122763","2"
"447899","2"
"1118446","9"
"2080528","2"
"437318","2"
"1384207","2"
"1370022","9"
"1425734","2"
"1255583","9"
"1336990","2"
"1408955","7"
"1126097","5"
"1387270","2"
"1109624","2"
"422630","7"
"1358294","2"
"1106627","5"
"1409742","5"
"1348602","1"
"438591","2"
"1374057","1"
"440049","2"
"1437560","7"
"1344223","7"
"1344069","5"
"466357","9"
"2056695","2"
"1403708","7"
"437280","1"
"2065834","1"
"445897","7"
"1449043","2"
"1379296","7"
"1361008","7"
"2053866","2"
"1413180","2"
"1265685","7"
"1355715","2"
"441275","7"
"1336045","7"
"1394863","1"
"1264588","2"
"456231","2"
"2054434","2"
"1345663","2"
"1119229","9"
"1249046","9"
"1389907","7"
"2054819","2"
"1431332","9"
"1405227","1"
"2041747","7"
"1271366","1"
"1426461","2"
"1425959","2"
"437917","1"
"1144971","7"
"1372867","2"
"2050222","2"
"425553","7"
"1447272","2"
"1251354","7"
"2042597","2"
"1266464","2"
"439005","9"
"1117196","7"
"1376720","7"
"1364704","2"
"1361409","2"
"1115784","1"
"468103","1"
"462510","0"
"452170","2"
"1413790","9"
"468420","7"
"1262107","2"
"1244635","7"
"440537","1"
"1442785","2"
"1284955","7"
"1366865","2"
"1110309","1"
"1421358","5"
"1378815","9"
"462204","2"
"1369825","2"
"2076444","7"
"1270273","2"
"471394","2"
"445610","5"
"1144284","7"
"1330430","2"
"458977","5"
"1123958","7"
"2051446","9"
"470536","2"
"1331063","1"
"439598","2"
"1276429","2"
"1142347","2"
"1433186","7"
"1121817","7"
"1445092","9"
"1111017","7"
"1356958","2"
"451829","7"
"1372854","1"
"1355968","2"
"1261345","7"
"1440388","2"
"2073539","2"
"1409545","9"
"1349572","2"
"1341339","5"
"1146169","2"
"1431462","1"
"1254681","1"
"1243157","2"
"1130419","9"
"420206","2"
"1422957","1"
"1123133","2"
"421914","2"
"1395983","2"
"1426815","7"
"1260878","1"
"1268397","7"
"1405962","1"
"1123217","1"
"2044232","9"
"1367422","2"
"1445147","2"
"1146365","2"
"1371540","9"
"1360978","7"
"1414773","1"
"1132283","2"
"1359777","5"
"1260466","2"
"1379971","9"
"1356705","7"
"1362614","5"
"1335043","9"
"448518","2"
"426262","9"
"1365033","9"
"1137760","9"
"465584","9"
"434355","2"
"432362","9"
"1264819","1"
"1248376","2"
"1112620","7"
"1425710","2"
"1383589","1"
"1117182","5"
"421722","5"
"2055782","7"
"1283975","2"
"1260582","7"
"1269325","2"
"1398535","7"
"468087","1"
"1107824","2"
"1392502","2"
"1137614","2"
"1112292","1"
"1368204","2"
"459154","2"
"1266590","7"
"1394319","9"
"2072627","1"
"1342085","2"
"2040758","2"
"1107601","9"
"465005","2"
"1407824","2"
"1431731","7"
"1445726","2"
"1126010","7"
"1356655","5"
"1245929","9"
"470809","1"
"1254476","2"
"470998","5"
"427735","1"
"1378443","2"
"1252755","7"
"1343262","2"
"1354650","2"
"1337628","7"
"1436466","2"
"1283347","2"
"467801","5"
"1253658","2"
"1359064","2"
"1350606","7"
"424923","2"
"430429","7"
"1395340","1"
"1106688","1"
"1386842","7"
"1274123","2"
"1112408","9"
"2078364","2"
"1330152","5"
"1107683","2"
"1411880","9"
"1108701","2"
"2076097","1"
"1137156","9"
"1439607","7"
"1404573","1"
"1269559","2"
"1381968","7"
"2074222","9"
"2047592","1"
"1122236","7"
"1335402","1"
"1138130","9"
"2049539","2"
"457265","2"
"1280773","5"
"1243583","2"
"1138056","1"
"1391693","9"
"1419697","2"
"1383015","9"
"1107723","9"
"1391717","2"
"1424684","7"
"1402413","2"
"1356190","2"
"1274299","5"
"1438830","7"
"1352002","2"
"1381388","2"
"451208","9"
"2048148","9"
"1146091","2"
"471330","1"
"1416966","2"
"1360561","7"
"1409791","2"
"1140010","5"
"1134520","7"
"1280584","5"
"1398424","9"
"1146074","9"
"1251602","7"
"1265764","9"
"1124485","2"
"1276751","7"
"1445086","2"
"1378935","1"
"1283441","5"
"1144950","7"
"1117967","2"
"430842","2"
"1434373","9"
"1131638","7"
"1422451","7"
"1254949","1"
"464612","5"
"441314","2"
"1360556","7"
"442011","2"
"1424143","7"
"1411119","2"
"439890","2"
"1367477","2"
"1110766","7"
"1348166","1"
"1266625","9"
"1118242","1"
"1249780","2"
"1435495","7"
"445025","5"
"1243662","1"
"433029","5"
"1119684","2"
"1398892","5"
"423638","7"
"1243274","5"
"1133365","5"
"425606","2"
"1330458","1"
"461478","2"
"1130923","1"
"1124536","1"
"2068329","5"
"2052405","5"
"1365319","1"
"1111088","9"
"2053072","1"
"1249000","5"
"1118134","2"
"1392130","2"
"1437036","5"
"1416827","5"
"427985","7"
"1417618","2"
"1378648","9"
"1362504","5"
"1381253","7"
"1443001","2"
"426136","7"
"1265850","2"
"1378355","2"
"1383268","2"
"1344656","2"
"1254145","2"
"1348202","2"
"1378008","2"
"1341485","2"
"1350762","1"
"1386589","2"
"1393869","2"
"1109363","2"
"1276755","9"
"1426797","2"
"1283684","2"
"1334339","2"
"1415921","2"
"1437526","7"
"1400914","2"
"1246037","2"
"444165","9"
"2045339","1"
"1397916","9"
"1360544","5"
"1429987","2"
"1343541","7"
"1266105","2"
"432124","2"
"429453","5"
"434439","2"
"1139367","2"
"1425297","9"
"1371116","7"
"1283269","2"
"1376516","2"
"1411544","5"
"1428384","9"
"1339024","7"
"435226","7"
"464569","1"
"1347284","5"
"441347","2"
"2074460","7"
"1120619","2"
"467726","9"
"1438062","7"
"426878","2"
"1137162","1"
"1247230","1"
"455168","9"
"1356442","2"
"457812","7"
"1276246","2"
"1442089","1"
"1120603","2"
"1411727","2"
"1251988","2"
"1413179","9"
"1244325","1"
"436360","2"
"1249623","9"
"462581","1"
"1146229","7"
"1431438","1"
"448957","7"
"421683","7"
"2074557","2"
"1390112","2"
"1349062","2"
"1138816","2"
"427591","7"
"1361065","5"
"1266427","2"
"1335834","7"
"1360873","9"
"1262563","1"
"2062368","9"
"1357734","9"
"1134533","2"
"1389806","7"
"1392807","2"
"1343566","5"
"1379197","9"
"1376444","5"
"1117280","2"
"1365712","2"
"1384245","0"
"1434510","2"
"1417571","2"
"1449995","5"
"1372732","1"
"2045265","2"
"1126117","2"
"1111571","9"
"457886","9"
"1276297","2"
"1448349","5"
"1274453","2"
"1128714","2"
"1246466","2"
"1242229","2"
"1431795","2"
"1335022","2"
"1395039","2"
"1355458","2"
"1270045","7"
"1365160","2"
"2066978","2"
"458489","2"
"1363005","2"
"1244546","7"
"1431734","7"
"1442528","1"
"1360543","2"
"462170","1"
"1334754","2"
"1281268","2"
"1250355","2"
"1141573","2"
"1395835","2"
"1135509","5"
"1426139","9"
"1122852","1"
"1133151","2"
"1391797","9"
"1261421","1"
"462698","2"
"2073081","2"
"1244337","1"
"1137167","5"
"1379068","9"
"466329","1"
"1276659","7"
"1380925","7"
"1391735","9"
"436554","7"
"1355956","5"
"1385575","7"
"2063608","2"
"433935","1"
"1360994","1"
"421574","5"
"1392117","7"
"1424113","9"
"444037","7"
"1122777","7"
"450849","2"
"1428547","2"
"432802","2"
"1428518","9"
"1115298","2"
"1386199","7"
"1409702","2"
"1345910","9"
"1271863","7"
"1376640","1"
"1116861","7"
"1348842","2"
"1120640","7"
"1406470","2"
"1346830","5"
"1134250","7"
"2077229","2"
"2072185","7"
"1247208","7"
"2044827","7"
"1367505","1"
"1344535","9"
"1137608","2"
"1444418","2"
"1107084","7"
"1358148","1"
"1386044","2"
"1382169","2"
"1408835","2"
"2048485","9"
"1423070","2"
"1437130","9"
"447699","2"
"1436197","1"
"2044483","2"
"1420571","9"
"442195","2"
"466793","2"
"1273027","1"
"2059122","7"
"1419688","2"
"1259036","2"
"1418018","2"
"1396297","7"
"1265703","1"
"1120207","1"
"1378484","2"
"1378434","1"
"1115681","2"
"1366117","9"
"458399","2"
"1137910","2"
"1278438","2"
"432676","1"
"1106669","7"
"1337625","7"
"420370","7"
"1136676","1"
"1396267","2"
"453285","5"
"1371584","2"
"1418151","2"
"456819","5"
"1448069","7"
"2035564","1"
"1111606","2"
"1335642","9"
"466669","5"
"1283831","9"
"1410526","5"
"1260244","1"
"427670","1"
"1278054","2"
"1374742","2"
"440529","1"
"424080","1"
"1255626","2"
"1135301","1"
"1374245","2"
"444490","9"
"1437763","9"
"1249253","7"
"448464","2"
"1280025","7"
"2078321","7"
"1387281","7"
"1256111","1"
"1342535","7"
"424952","7"
"1448650","2"
"1109467","7"
"1343168","2"
"1258339","2"
"2046986","7"
"1118931","2"
"446246","2"
"1141779","1"
"1403399","7"
"1391066","2"
"1407398","2"
"2061108","2"
"1335375","7"
"468972","9"
"1243798","5"
"1118865","2"
"1368962","7"
"455715","1"
"1278006","7"
"1277303","2"
"1370644","2"
"424000","7"
"433857","7"
"1413554","7"
"1398979","2"
"1346663","2"
"1336793","7"
"2053803","2"
"430931","2"
"1417183","1"
"1122279","2"
"2056178","2"
"1388471","2"
"1360304","2"
"1387578","7"
"2038564","9"
"1358694","7"
"1345659","9"
"462830","7"
"451354","2"
"2044058","0"
"1259183","2"
"1271913","1"
"1253628","7"
"1133886","7"
"1364903","2"
"445816","7"
"1403500","7"
"2072182","1"
"451740","2"
"1403657","7"
"466819","2"
"1394885","2"
"1424925","7"
"1129232","2"
"451257","2"
"1430045","2"
"1126772","2"
"1279969","2"
"1274252","2"
"1275704","9"
"1357735","5"
"427196","2"
"1342425","2"
"1346179","7"
"1336157","7"
"1261882","9"
"1401069","7"
"1346786","1"
"1332567","7"
"1438850","9"
"458469","2"
"1400541","2"
"1117069","2"
"1117030","2"
"445380","7"
"1364055","1"
"1435586","2"
"1449018","2"
"1355042","5"
"1392202","1"
"453860","7"
"1133080","1"
"1428561","2"
"1120887","9"
"1341661","5"
"421505","1"
"1348664","7"
"1126803","2"
"1440985","7"
"2074152","2"
"1357703","2"
"427215","2"
"1337462","2"
"1423733","2"
"1360084","7"
"1121821","7"
"1269688","7"
"1408935","7"
"1251293","9"
"453122","2"
"1280548","7"
"464449","2"
"1120228","7"
"425785","2"
"1255963","1"
"437693","1"
"438466","2"
"1109288","7"
"421306","2"
"1406828","5"
"1436487","2"
"2060956","2"
"1130470","2"
"1382949","2"
"1443052","9"
"423842","2"
"1381242","5"
"1422623","5"
"434460","7"
"1413924","2"
"1361275","2"
"448440","2"
"2065365","7"
"1407148","1"
"1399121","9"
"1363661","2"
"2080223","7"
"1372375","2"
"1109183","9"
"1346958","7"
"1374345","1"
"1271831","2"
"1263492","5"
"451868","7"
"1347408","9"
"1249067","2"
"1272204","5"
"1249161","5"
"451756","5"
"1268001","2"
"1404562","7"
"469695","2"
"1375660","1"
"1135082","2"
"1356736","5"
"1119088","7"
"443428","9"
"427013","9"
"1378504","9"
"1354819","2"
"452613","2"
"1284475","2"
"1278338","7"
"1377748","2"
"1420251","5"
"1132678","2"
"1279042","7"
"1382245","1"
"1254709","2"
"1145941","9"
"1439601","2"
"2080844","7"
"1359102","2"
"1371689","1"
"424903","1"
"436187","9"
"1243568","2"
"1119051","7"
"1251643","1"
"2041338","1"
"1356435","7"
"1431045","2"
"1448796","7"
"1333271","1"
"1439719","9"
"1375716","2"
"1244560","2"
"1442977","9"
"1406120","2"
"1280961","7"
"2056392","7"
"1119057","7"
"1347860","7"
"1406370","2"
"1412303","1"
"1245766","5"
"442524","9"
"1275688","2"
"467891","2"
"1259149","7"
"1378920","5"
"1366109","9"
"1410711","2"
"458424","2"
"1334295","2"
"1280414","5"
"1259359","7"
"2037079","1"
"1249767","2"
"452897","2"
"1412586","7"
"1113548","2"
"1448298","1"
"1139276","5"
"425915","2"
"1419888","2"
"1419739","2"
"1269896","7"
"468283","7"
"1141075","7"
"1445654","7"
"1274647","5"
"1435127","1"
"1107620","2"
"1445754","9"
"1336743","7"
"1256006","7"
"448877","2"
"1119476","2"
"1260995","1"
"1275365","7"
"1359042","2"
"1348569","7"
"446729","7"
"1366118","2"
"1114405","7"
"2059008","7"
"1423319","7"
"1422300","2"
"1268848","2"
"1407776","1"
"460605","9"
"2077295","1"
"2043537","9"
"426945","2"
"445139","5"
"1391135","2"
"1248752","2"
"1382350","5"
"1378079","9"
"451086","2"
"1108533","7"
"1450000","5"
"1248732","2"
"2048404","2"
"1284853","9"
"432592","2"
"1255834","2"
"1429659","2"
"1120258","1"
"1255118","2"
"1241783","1"
"1349864","7"
"428134","7"
"2044698","7"
"1118610","5"
"1424292","2"
"1106949","2"
"1123851","2"
"1271133","5"
"1119415","5"
"1355448","1"
"1405402","9"
"1362371","7"
"2080879","2"
"2068476","9"
"1372676","2"
"2080333","7"
"1431691","2"
"1383675","1"
"1431448","9"
"1438743","5"
"2079028","2"
"1386231","9"
"456556","2"
"1412546","5"
"1112584","2"
"444671","2"
"444048","2"
"445744","2"
"1242277","2"
"1434153","2"
"1381105","9"
"1118400","5"
"1413697","1"
"1278264","5"
"444891","2"
"1271689","2"
"455213","2"
"2047957","1"
"448268","2"
"1443177","2"
"1271400","2"
"1340218","2"
"1351045","5"
"441196","2"
"1421550","2"
"429346","7"
"1136409","9"
"1358734","2"
"1122414","7"
"1114095","2"
"1280493","1"
"1378628","2"
"1335352","2"
"427836","1"
"1348422","0"
"1364936","2"
"1400699","2"
"2066355","2"
"1423469","2"
"1439695","7"
"1437079","2"
"431665","1"
"2047313","1"
"2048844","9"
"1336958","2"
"1377111","2"
"1108093","2"
"1131423","2"
"1341784","9"
"438528","7"
"1132085","1"
"1128879","2"
"425589","5"
"432268","2"
"438820","2"
"2074303","2"
"460541","2"
"1361617","7"
"1374810","9"
"435446","2"
"1109069","2"
"1138720","7"
"1134988","2"
"1367528","5"
"1257578","7"
"460281","7"
"2063549","7"
"1248977","2"
"1340462","2"
"1274337","2"
"1435319","2"
"1370602","2"
"457531","2"
"1123235","7"
"1386383","7"
"1435135","9"
"461104","5"
"1417655","1"
"1392491","7"
"1449397","1"
"1255514","7"
"1113122","7"
"1244024","9"
"2054249","1"
"437576","2"
"1261659","2"
"425434","2"
"1272226","7"
"433557","2"
"1343934","7"
"1135446","7"
"1349619","9"
"1446888","2"
"1399484","2"
"1139106","2"
"2073306","7"
"1277543","1"
"423790","5"
"1119528","9"
"461227","2"
"2076732","1"
"1388470","5"
"1428952","5"
"1380053","7"
"1114355","1"
"1107645","7"
"1414434","2"
"466650","1"
"1141590","7"
"1137327","7"
"437339","5"
"1345544","9"
"1375272","5"
"446698","2"
"1423168","2"
"1132926","2"
"448409","9"
"1393818","7"
"446548","9"
"1254506","2"
"1344614","9"
"1389114","2"
"1417087","9"
"1377948","5"
"1430076","1"
"1127996","2"
"1348942","9"
"1430908","9"
"1406693","9"
"1421229","2"
"1403874","2"
"2065440","2"
"462008","2"
"1390429","5"
"1393821","5"
"467608","1"
"1368851","2"
"434156","1"
"2036786","2"
"1354367","2"
"1255441","2"
"1360246","5"
"469735","5"
"467024","7"
"1429755","1"
"1355405","2"
"1380259","1"
"1369225","1"
"442804","1"
"1414455","2"
"1282678","2"
"1125119","2"
"1351790","7"
"434671","1"
"1333026","7"
"1140517","2"
"1379801","5"
"1353522","1"
"2038171","2"
"1362057","5"
"446874","5"
"1270083","2"
"1285414","2"
"469047","9"
"1440701","1"
"1360316","2"
"1132672","2"
"1355329","5"
"1396855","2"
"1442901","7"
"1417054","1"
"1254781","2"
"1144524","5"
"2040928","7"
"425073","1"
"444104","9"
"1443380","1"
"1404645","2"
"435042","5"
"1335848","5"
"1116470","2"
"1267125","2"
"439826","7"
"467526","2"
"1127375","7"
"1262446","1"
"1145082","1"
"1257989","9"
"1390455","2"
"1138653","2"
"1370719","2"
"421943","1"
"1253210","1"
"1133234","9"
"1438474","1"
"1381967","2"
"1273784","9"
"1429312","5"
"1353193","5"
"435393","9"
"1252979","7"
"1112436","2"
"1131123","1"
"1243733","9"
"443406","2"
"1433387","1"
"1283576","2"
"424810","5"
"1405616","2"
"1338914","7"
"1270013","0"
"1440332","1"
"1390245","1"
"1145510","2"
"1434953","5"
"1279332","5"
"1419389","2"
"1369389","1"
"1120040","2"
"1128757","1"
"1279587","1"
"462460","2"
"1377233","2"
"1440556","9"
"1423066","2"
"446782","1"
"1276317","7"
"1390937","7"
"446791","9"
"1349386","7"
"1444111","7"
"1346717","2"
"1382252","2"
"437076","1"
"1417508","1"
"1336916","9"
"1444475","7"
"1446404","7"
"1363153","7"
"2076900","2"
"1353144","9"
"1418856","2"
"1406158","2"
"1360348","7"
"1382105","1"
"1380404","9"
"1362202","9"
"1380780","2"
"1130919","7"
"1280890","1"
"1258414","2"
"1357267","1"
"1129192","7"
"1384973","2"
"1408401","2"
"467733","2"
"1414877","2"
"1331133","5"
"1143323","5"
"1330620","2"
"1242852","2"
"1120252","1"
"1276066","9"
"1363402","2"
"439142","1"
"435466","9"
"1446956","9"
"1348200","1"
"1350314","7"
"1110728","7"
"464832","1"
"1351845","9"
"1121562","2"
"1254390","5"
"1343049","2"
"1444236","9"
"1431891","1"
"1363170","7"
"2067737","2"
"1380920","2"
"1355153","2"
"1282900","9"
"1332479","1"
"1370972","1"
"1255214","2"
"2077186","2"
"2078668","2"
"1249569","2"
"1394878","2"
"1141099","2"
"1268151","2"
"442060","1"
"1448189","2"
"1428806","5"
"1417698","1"
"1416909","2"
"443885","9"
"1360930","2"
"465129","7"
"469902","7"
"1444233","7"
"1383849","1"
"445525","2"
"426848","9"
"1274228","1"
"1253948","2"
"1348817","2"
"1259148","2"
"1417650","5"
"1125193","1"
"1427570","2"
"1385063","9"
"441421","7"
"1442661","7"
"1443412","2"
"1365483","7"
"2075096","1"
"1372497","7"
"1336789","1"
"1347458","7"
"432500","2"
"423408","2"
"2076164","1"
"1136691","7"
"441432","1"
"1357881","2"
"446975","2"
"1400742","2"
"1366667","1"
"423488","7"
"465096","2"
"422892","2"
"1428980","2"
"1136669","2"
"1364213","7"
"1380895","5"
"445304","2"
"2045614","1"
"444401","5"
"1280559","1"
"470096","9"
"470889","2"
"1129739","1"
"1122227","5"
"1390276","1"
"1403008","7"
"453437","2"
"464189","2"
"1274403","1"
"1331155","7"
"463489","2"
"1335574","1"
"451317","1"
"1385982","5"
"1361558","7"
"1283804","2"
"1390390","2"
"1260762","2"
"1373171","7"
"2053864","2"
"1354376","2"
"1250281","2"
"1369547","9"
"1354947","1"
"1258019","1"
"1413782","7"
"1386515","2"
"1126373","2"
"1119781","9"
"420988","2"
"460103","2"
"470985","2"
"444110","7"
"2049857","9"
"1374290","2"
"1431259","5"
"1282358","2"
"1389841","1"
"1353931","2"
"1433499","7"
"1409953","7"
"1332920","2"
"1405527","2"
"1253984","2"
"1276279","7"
"1446167","7"
"1405249","2"
"1276191","2"
"1398053","1"
"441952","2"
"1271096","1"
"1366054","2"
"453901","2"
"470027","2"
"435733","7"
"1417379","2"
"1120154","2"
"1403498","7"
"1367845","2"
"1249167","2"
"2060841","5"
"1244345","2"
"1145113","1"
"1400218","2"
"436726","1"
"1359147","2"
"1285239","2"
"1447903","5"
"1134370","7"
"1401663","5"
"455951","1"
"440045","7"
"1346611","1"
"2053933","2"
"1126359","2"
"1423044","2"
"1142815","1"
"1277457","2"
"1391318","1"
"1380564","2"
"1359454","7"
"1143771","9"
"441346","2"
"1386957","2"
"1378255","9"
"1347852","1"
"436233","1"
"2055159","1"
"1258990","1"
"1395819","7"
"444747","7"
"2044878","2"
"1124738","1"
"2046976","5"
"1120758","5"
"1360376","1"
"2067554","5"
"1119697","2"
"1246644","1"
"1283257","1"
"1127266","1"
"1420433","2"
"1438024","7"
"1359865","7"
"1390259","1"
"1375091","2"
